"","dt","LandAverageTemperature","LandAverageTemperatureUncertainty","LandMaxTemperature","LandMaxTemperatureUncertainty","LandMinTemperature","LandMinTemperatureUncertainty","LandAndOceanAverageTemperature","LandAndOceanAverageTemperatureUncertainty","Country"
"1122","1843-06-01",12.53,0.523,NA,NA,NA,NA,NA,NA,"Global"
"1123","1843-07-01",13.991,0.545,NA,NA,NA,NA,NA,NA,"Global"
"1124","1843-08-01",13.295,0.564,NA,NA,NA,NA,NA,NA,"Global"
"1125","1843-09-01",11.326,0.534,NA,NA,NA,NA,NA,NA,"Global"
"1126","1843-10-01",8.722,0.596,NA,NA,NA,NA,NA,NA,"Global"
"1127","1843-11-01",4.947,0.775,NA,NA,NA,NA,NA,NA,"Global"
"1128","1843-12-01",3.765,0.997,NA,NA,NA,NA,NA,NA,"Global"
"1129","1844-01-01",1.868,1.17,NA,NA,NA,NA,NA,NA,"Global"
"1130","1844-02-01",2.038,1.137,NA,NA,NA,NA,NA,NA,"Global"
"1131","1844-03-01",4.734,0.999,NA,NA,NA,NA,NA,NA,"Global"
"1132","1844-04-01",7.389,0.81,NA,NA,NA,NA,NA,NA,"Global"
"1133","1844-05-01",10.109,0.648,NA,NA,NA,NA,NA,NA,"Global"
"1134","1844-06-01",12.84,0.724,NA,NA,NA,NA,NA,NA,"Global"
"1135","1844-07-01",13.921,0.605,NA,NA,NA,NA,NA,NA,"Global"
"1136","1844-08-01",13.046,0.692,NA,NA,NA,NA,NA,NA,"Global"
"1137","1844-09-01",10.819,0.817,NA,NA,NA,NA,NA,NA,"Global"
"1138","1844-10-01",8.7,0.919,NA,NA,NA,NA,NA,NA,"Global"
"1139","1844-11-01",4.401,1.327,NA,NA,NA,NA,NA,NA,"Global"
"1140","1844-12-01",1.891,1.264,NA,NA,NA,NA,NA,NA,"Global"
"1141","1845-01-01",2.661,1.364,NA,NA,NA,NA,NA,NA,"Global"
"1142","1845-02-01",1.627,1.226,NA,NA,NA,NA,NA,NA,"Global"
"1143","1845-03-01",4.651,0.882,NA,NA,NA,NA,NA,NA,"Global"
"1144","1845-04-01",8.158,0.731,NA,NA,NA,NA,NA,NA,"Global"
"1145","1845-05-01",10.433,0.772,NA,NA,NA,NA,NA,NA,"Global"
"1146","1845-06-01",12.863,0.631,NA,NA,NA,NA,NA,NA,"Global"
"1147","1845-07-01",14.319,0.725,NA,NA,NA,NA,NA,NA,"Global"
"1148","1845-08-01",13.556,0.561,NA,NA,NA,NA,NA,NA,"Global"
"1149","1845-09-01",11.234,0.536,NA,NA,NA,NA,NA,NA,"Global"
"1150","1845-10-01",7.782,0.652,NA,NA,NA,NA,NA,NA,"Global"
"1151","1845-11-01",5.194,1.155,NA,NA,NA,NA,NA,NA,"Global"
"1152","1845-12-01",1.736,1.343,NA,NA,NA,NA,NA,NA,"Global"
"1153","1846-01-01",3.213,1.47,NA,NA,NA,NA,NA,NA,"Global"
"1154","1846-02-01",3.376,1.177,NA,NA,NA,NA,NA,NA,"Global"
"1155","1846-03-01",6.314,1.031,NA,NA,NA,NA,NA,NA,"Global"
"1156","1846-04-01",7.473,1.729,NA,NA,NA,NA,NA,NA,"Global"
"1157","1846-05-01",10.896,0.844,NA,NA,NA,NA,NA,NA,"Global"
"1158","1846-06-01",13.53,1.143,NA,NA,NA,NA,NA,NA,"Global"
"1159","1846-07-01",14.923,0.737,NA,NA,NA,NA,NA,NA,"Global"
"1160","1846-08-01",14.121,0.765,NA,NA,NA,NA,NA,NA,"Global"
"1161","1846-09-01",11.738,0.716,NA,NA,NA,NA,NA,NA,"Global"
"1162","1846-10-01",8.229,0.876,NA,NA,NA,NA,NA,NA,"Global"
"1163","1846-11-01",5.044,1.039,NA,NA,NA,NA,NA,NA,"Global"
"1164","1846-12-01",3.776,1.094,NA,NA,NA,NA,NA,NA,"Global"
"1165","1847-01-01",2.753,1.269,NA,NA,NA,NA,NA,NA,"Global"
"1166","1847-02-01",3.602,1.383,NA,NA,NA,NA,NA,NA,"Global"
"1167","1847-03-01",4.046,1.583,NA,NA,NA,NA,NA,NA,"Global"
"1168","1847-04-01",7.98,0.998,NA,NA,NA,NA,NA,NA,"Global"
"1169","1847-05-01",10.622,0.752,NA,NA,NA,NA,NA,NA,"Global"
"1170","1847-06-01",12.828,0.428,NA,NA,NA,NA,NA,NA,"Global"
"1171","1847-07-01",14.25,0.6,NA,NA,NA,NA,NA,NA,"Global"
"1172","1847-08-01",13.414,0.657,NA,NA,NA,NA,NA,NA,"Global"
"1173","1847-09-01",11.619,0.528,NA,NA,NA,NA,NA,NA,"Global"
"1174","1847-10-01",8.618,0.844,NA,NA,NA,NA,NA,NA,"Global"
"1175","1847-11-01",5.574,0.778,NA,NA,NA,NA,NA,NA,"Global"
"1176","1847-12-01",1.726,0.988,NA,NA,NA,NA,NA,NA,"Global"
"1177","1848-01-01",0.51,1.341,NA,NA,NA,NA,NA,NA,"Global"
"1178","1848-02-01",3.726,1.437,NA,NA,NA,NA,NA,NA,"Global"
"1179","1848-03-01",4.806,0.967,NA,NA,NA,NA,NA,NA,"Global"
"1180","1848-04-01",8.11,1.054,NA,NA,NA,NA,NA,NA,"Global"
"1181","1848-05-01",10.58,0.584,NA,NA,NA,NA,NA,NA,"Global"
"1182","1848-06-01",13.247,0.583,NA,NA,NA,NA,NA,NA,"Global"
"1183","1848-07-01",14.466,0.613,NA,NA,NA,NA,NA,NA,"Global"
"1184","1848-08-01",13.268,0.709,NA,NA,NA,NA,NA,NA,"Global"
"1185","1848-09-01",10.997,0.623,NA,NA,NA,NA,NA,NA,"Global"
"1186","1848-10-01",8.655,0.837,NA,NA,NA,NA,NA,NA,"Global"
"1187","1848-11-01",5.29,0.748,NA,NA,NA,NA,NA,NA,"Global"
"1188","1848-12-01",2.099,0.96,NA,NA,NA,NA,NA,NA,"Global"
"1189","1849-01-01",1.941,1.308,NA,NA,NA,NA,NA,NA,"Global"
"1190","1849-02-01",2.638,1.345,NA,NA,NA,NA,NA,NA,"Global"
"1191","1849-03-01",5.302,1.06,NA,NA,NA,NA,NA,NA,"Global"
"1192","1849-04-01",7.028,0.845,NA,NA,NA,NA,NA,NA,"Global"
"1193","1849-05-01",10.159,0.644,NA,NA,NA,NA,NA,NA,"Global"
"1194","1849-06-01",13,0.659,NA,NA,NA,NA,NA,NA,"Global"
"1195","1849-07-01",14.458,0.678,NA,NA,NA,NA,NA,NA,"Global"
"1196","1849-08-01",13.603,0.902,NA,NA,NA,NA,NA,NA,"Global"
"1197","1849-09-01",11.093,0.568,NA,NA,NA,NA,NA,NA,"Global"
"1198","1849-10-01",8.89,0.733,NA,NA,NA,NA,NA,NA,"Global"
"1199","1849-11-01",5.778,1.313,NA,NA,NA,NA,NA,NA,"Global"
"1200","1849-12-01",1.923,0.908,NA,NA,NA,NA,NA,NA,"Global"
"1201","1850-01-01",0.749,1.105,8.242,1.738,-3.206,2.822,12.833,0.367,"Global"
"1202","1850-02-01",3.071,1.275,9.97,3.007,-2.291,1.623,13.588,0.414,"Global"
"1203","1850-03-01",4.954,0.955,10.347,2.401,-1.905,1.41,14.043,0.341,"Global"
"1204","1850-04-01",7.217,0.665,12.934,1.004,1.018,1.329,14.667,0.267,"Global"
"1205","1850-05-01",10.004,0.617,15.655,2.406,3.811,1.347,15.507,0.249,"Global"
"1206","1850-06-01",13.15,0.614,18.946,2.817,7.106,0.857,16.353,0.245,"Global"
"1207","1850-07-01",14.492,0.614,19.233,2.84,8.014,0.786,16.783,0.238,"Global"
"1208","1850-08-01",14.039,0.802,18.477,2.079,7.406,1.086,16.718,0.28,"Global"
"1209","1850-09-01",11.505,0.675,15.846,2.692,4.533,1.798,15.886,0.254,"Global"
"1210","1850-10-01",8.091,0.863,13.189,2.338,2.013,2.133,14.831,0.297,"Global"
"1211","1850-11-01",4.733,1.149,11.388,3.491,-0.12,1.069,13.897,0.368,"Global"
"1212","1850-12-01",2.803,1.183,7.493,1.925,-2.807,2.594,13.3,0.378,"Global"
"1213","1851-01-01",2.431,1.122,8.951,2.399,-2.443,1.771,13.245,0.362,"Global"
"1214","1851-02-01",2.508,1.1,9.808,2.654,-1.507,2.714,13.331,0.361,"Global"
"1215","1851-03-01",4.192,0.971,11.507,2.037,-0.7,1.611,13.897,0.33,"Global"
"1216","1851-04-01",7.287,0.829,14.236,1.97,2.331,1.281,14.64,0.298,"Global"
"1217","1851-05-01",11.113,0.936,15.01,3.184,4.136,1.011,15.771,0.322,"Global"
"1218","1851-06-01",13.418,0.655,17.288,3.187,6.374,1.13,16.496,0.261,"Global"
"1219","1851-07-01",14.531,0.606,17.103,3.751,7.425,1.48,16.831,0.244,"Global"
"1220","1851-08-01",13.751,0.775,17.361,1.392,6.595,1.281,16.621,0.276,"Global"
"1221","1851-09-01",11.677,0.581,16.36,2.496,5.525,1.643,16.058,0.25,"Global"
"1222","1851-10-01",9.122,1.058,14.961,1.915,3.298,1.297,15.213,0.358,"Global"
"1223","1851-11-01",4.973,0.968,7.951,1.833,-1.345,1.527,14.161,0.344,"Global"
"1224","1851-12-01",3.14,0.982,6.436,1.949,-3.242,2.843,13.638,0.339,"Global"
"1225","1852-01-01",2.376,1.389,8.474,4.24,-2.755,1.705,13.231,0.438,"Global"
"1226","1852-02-01",2.54,1.115,8.569,2.737,-2.337,1.78,13.311,0.371,"Global"
"1227","1852-03-01",3.884,0.915,9.215,2.88,-2.491,1.471,13.736,0.317,"Global"
"1228","1852-04-01",7.487,1.158,11.249,1.491,0.647,1.256,14.786,0.377,"Global"
"1229","1852-05-01",11.169,0.855,15.835,2.805,4.624,0.971,15.899,0.298,"Global"
"1230","1852-06-01",13.164,0.636,17.76,1.925,6.705,0.683,16.619,0.243,"Global"
"1231","1852-07-01",14.512,0.778,17.795,2.924,7.57,1.35,16.984,0.278,"Global"
"1232","1852-08-01",13.304,0.766,17.567,1.812,7.429,1.222,16.566,0.277,"Global"
"1233","1852-09-01",11.478,0.689,16.665,1.407,5.742,1.51,16.038,0.261,"Global"
"1234","1852-10-01",8.91,0.654,14.849,1.498,2.813,0.963,15.178,0.25,"Global"
"1235","1852-11-01",4.593,0.693,12.009,4.373,0.736,1.48,13.948,0.26,"Global"
"1236","1852-12-01",3.785,1.371,10.781,3.339,-0.639,2.204,13.782,0.427,"Global"
"1237","1853-01-01",1.786,1.108,8.972,2.461,-2.818,1.556,13.143,0.356,"Global"
"1238","1853-02-01",2.228,1.492,8.29,1.535,-3.213,1.783,13.362,0.457,"Global"
"1239","1853-03-01",4.078,0.918,10.325,2.294,-1.966,1.494,14.033,0.306,"Global"
"1240","1853-04-01",7.541,0.824,13.72,2.69,1.655,1.15,14.919,0.283,"Global"
"1241","1853-05-01",10.975,0.743,16.543,3.36,4.364,0.782,15.793,0.261,"Global"
"1242","1853-06-01",13.41,0.674,18.611,1.124,6.944,1.418,16.455,0.24,"Global"
"1243","1853-07-01",14.645,0.659,18.923,2.058,6.933,1.195,16.999,0.238,"Global"
"1244","1853-08-01",13.953,0.723,19.308,1.2,7.273,0.879,16.789,0.25,"Global"
"1245","1853-09-01",11.71,0.749,17.691,1.847,5.779,0.928,15.942,0.259,"Global"
"1246","1853-10-01",8.535,0.546,14.757,2.451,1.85,2.277,14.874,0.211,"Global"
"1247","1853-11-01",4.783,0.868,11.269,2.15,-0.076,1.277,13.829,0.29,"Global"
"1248","1853-12-01",2.858,0.716,8.23,1.971,-4.015,1.528,13.324,0.255,"Global"
"1249","1854-01-01",1.281,0.977,8.786,2.589,-3.552,1.362,12.983,0.313,"Global"
"1250","1854-02-01",1.941,1.08,8.508,1.863,-4.109,1.467,13.248,0.342,"Global"
"1251","1854-03-01",4.698,0.789,10.469,2.107,-1.413,1.517,14.089,0.267,"Global"
"1252","1854-04-01",7.622,0.674,13.402,2.16,0.566,1.25,14.945,0.242,"Global"
"1253","1854-05-01",11.095,0.638,16.748,1.513,4.184,1.306,15.793,0.233,"Global"
"1254","1854-06-01",12.829,0.533,18.188,0.964,6.493,0.902,16.286,0.206,"Global"
"1255","1854-07-01",14.692,0.85,20.426,1.853,7.89,0.912,16.775,0.282,"Global"
"1256","1854-08-01",13.889,0.898,19.291,1.36,7.303,1.021,16.707,0.288,"Global"
"1257","1854-09-01",11.514,0.552,17.357,1.142,5.554,1.22,16.098,0.21,"Global"
"1258","1854-10-01",9.763,0.964,15.341,1.312,3.033,1.229,15.378,0.309,"Global"
"1259","1854-11-01",5.745,0.786,10.707,1.954,-1.406,1.635,14.123,0.261,"Global"
"1260","1854-12-01",3.457,1.167,8.506,2.583,-3.397,2.463,13.467,0.364,"Global"
"1261","1855-01-01",2.522,1.465,8.22,1.099,-3.125,1.699,13.384,0.442,"Global"
"1262","1855-02-01",2.982,1.322,7.604,3.083,-4.947,2.343,13.646,0.402,"Global"
"1263","1855-03-01",4.617,0.898,10.16,1.69,-1.865,1.338,14.172,0.294,"Global"
"1264","1855-04-01",8.58,1.034,13.709,1.024,1.141,1.06,15.187,0.328,"Global"
"1265","1855-05-01",11.186,0.799,16.77,0.651,4.286,0.866,15.822,0.267,"Global"
"1266","1855-06-01",12.984,0.79,17.642,1.197,6.476,1.231,16.445,0.264,"Global"
"1267","1855-07-01",13.926,0.635,18.467,0.784,7.691,0.703,16.675,0.225,"Global"
"1268","1855-08-01",13.547,0.601,19.012,0.957,6.931,1.345,16.685,0.214,"Global"
"1269","1855-09-01",11.141,0.638,17.078,0.741,5.499,1.531,15.829,0.226,"Global"
"1270","1855-10-01",8.444,0.778,14.26,2.029,2.317,2.929,15.075,0.264,"Global"
"1271","1855-11-01",5.186,0.69,11.117,1.118,-0.517,2.963,14.118,0.246,"Global"
"1272","1855-12-01",2.214,0.996,7.879,1.604,-3.453,1.856,13.215,0.322,"Global"
"1273","1856-01-01",2.76,0.752,7.298,2.331,-3.727,2.795,13.368,0.261,"Global"
"1274","1856-02-01",2.226,0.953,8.294,2.111,-3.679,3.428,13.311,0.306,"Global"
"1275","1856-03-01",4.372,0.735,10.327,2.441,-2.241,2.56,13.957,0.252,"Global"
"1276","1856-04-01",7.751,0.57,14.387,1.399,1.242,1.025,14.945,0.217,"Global"
"1277","1856-05-01",10.53,0.915,16.704,2.209,3.945,0.881,15.813,0.296,"Global"
"1278","1856-06-01",13.496,0.778,18.326,1.243,6.879,1.083,16.492,0.264,"Global"
"1279","1856-07-01",14.019,0.422,18.349,1.471,7.035,0.678,16.675,0.185,"Global"
"1280","1856-08-01",13.021,0.866,18.386,1.284,6.767,1.754,16.39,0.285,"Global"
"1281","1856-09-01",10.948,0.884,17.21,1.294,4.864,1.222,15.641,0.289,"Global"
"1282","1856-10-01",8.087,0.759,14.128,1.917,1.979,2.153,14.783,0.256,"Global"
"1283","1856-11-01",5.36,0.577,10.349,1.477,-1.433,1.484,13.856,0.211,"Global"
"1284","1856-12-01",3.381,0.918,7.885,2.402,-3.33,2.279,13.321,0.3,"Global"
"1285","1857-01-01",1.821,0.924,6.642,4.164,-5.407,3.498,12.972,0.3,"Global"
"1286","1857-02-01",2.481,0.885,9.602,2.59,-1.92,1.912,13.385,0.29,"Global"
"1287","1857-03-01",4.312,0.844,10.2,2.047,-1.071,2.391,13.916,0.278,"Global"
"1288","1857-04-01",6.827,0.543,13.107,1.864,0.88,1.106,14.481,0.212,"Global"
"1289","1857-05-01",9.885,0.681,15.6,1.975,3.639,0.739,15.279,0.241,"Global"
"1290","1857-06-01",12.611,0.798,17.372,2.106,5.849,0.736,16.175,0.267,"Global"
"1291","1857-07-01",13.953,0.792,18.717,1.48,7.438,1.352,16.478,0.266,"Global"
"1292","1857-08-01",13.203,0.795,18.194,1.164,6.998,0.927,16.459,0.266,"Global"
"1293","1857-09-01",11.056,0.672,17.223,1.133,5.146,1.467,15.84,0.241,"Global"
"1294","1857-10-01",8.198,0.726,14.558,2.017,2.881,1.583,14.918,0.255,"Global"
"1295","1857-11-01",5.236,0.636,10.527,3.003,-0.605,1.579,13.829,0.241,"Global"
"1296","1857-12-01",3.515,0.717,9.509,2.607,-1.546,1.804,13.367,0.26,"Global"
"1297","1858-01-01",2.739,1.094,9.044,2.067,-2.692,2.052,13.221,0.347,"Global"
"1298","1858-02-01",2.284,0.662,7.829,2.149,-4.148,1.591,13.29,0.236,"Global"
"1299","1858-03-01",4.834,0.757,10.44,1.837,-1.47,1.325,14.044,0.255,"Global"
"1300","1858-04-01",8.25,0.661,13.912,1.741,1.041,1.479,14.967,0.239,"Global"
"1301","1858-05-01",10.851,0.624,16.258,2.225,3.864,1.055,15.541,0.231,"Global"
"1302","1858-06-01",12.956,0.688,18.968,1.622,7.038,0.677,16.172,0.248,"Global"
"1303","1858-07-01",13.677,0.754,18.561,1.694,7.888,0.845,16.51,0.266,"Global"
"1304","1858-08-01",13.22,0.558,18.261,1.862,7.264,0.88,16.489,0.216,"Global"
"1305","1858-09-01",11.148,0.517,17.559,1.227,5.505,1.374,15.833,0.213,"Global"
"1306","1858-10-01",8.81,0.62,15.071,1.825,3.688,0.921,15.114,0.246,"Global"
"1307","1858-11-01",5.99,0.774,9.803,2.061,-0.684,1.289,14.134,0.276,"Global"
"1308","1858-12-01",2.444,0.688,8.49,2.13,-1.965,1.204,13.263,0.249,"Global"
"1309","1859-01-01",2.015,1.007,8.074,1.753,-2.7,1.295,13.058,0.326,"Global"
"1310","1859-02-01",2.611,1,8.968,1.791,-1.858,1.713,13.33,0.327,"Global"
"1311","1859-03-01",5.023,0.916,11.16,1.37,-0.458,1.035,14.104,0.312,"Global"
"1312","1859-04-01",8.542,0.617,14.225,2.009,1.434,0.864,15.197,0.246,"Global"
"1313","1859-05-01",11.456,0.616,17.021,1.236,5.277,1.77,15.868,0.238,"Global"
"1314","1859-06-01",13.142,0.514,18.285,2.284,7.057,1.026,16.4,0.226,"Global"
"1315","1859-07-01",13.827,0.567,19.444,1.968,7.85,0.737,16.494,0.234,"Global"
"1316","1859-08-01",13.217,0.468,19.201,1.673,7.965,0.849,16.45,0.205,"Global"
"1317","1859-09-01",11.08,0.365,16.483,1.839,5.423,0.873,15.589,0.204,"Global"
"1318","1859-10-01",8.834,0.638,14.235,1.945,2.968,0.908,15.062,0.25,"Global"
"1319","1859-11-01",5.912,0.572,10.973,1.519,-0.0140000000000001,0.996,14.094,0.244,"Global"
"1320","1859-12-01",3.365,0.816,8.255,3.11,-3.422,1.65,13.513,0.287,"Global"
"1321","1860-01-01",2.077,0.86,9.772,2.26,-2.059,1.59,13.17,0.294,"Global"
"1322","1860-02-01",2.632,0.75,8.747,2.348,-3.232,1.188,13.424,0.275,"Global"
"1323","1860-03-01",3.494,0.87,11.821,2.164,-0.714,1.146,13.714,0.302,"Global"
"1324","1860-04-01",7.76,0.46,13.511,1.721,1.805,1.295,14.861,0.209,"Global"
"1325","1860-05-01",11.062,0.744,16.822,1.139,4.792,1.094,15.758,0.276,"Global"
"1326","1860-06-01",13.272,0.548,19.163,1.361,7.213,0.766,16.338,0.24,"Global"
"1327","1860-07-01",14.203,0.471,18.566,2.125,7.45,0.859,16.737,0.221,"Global"
"1328","1860-08-01",13.765,0.503,18.984,1.559,7.069,0.65,16.634,0.234,"Global"
"1329","1860-09-01",11.892,0.535,16.892,2.219,5.536,1.212,16.133,0.242,"Global"
"1330","1860-10-01",8.712,0.466,13.677,1.876,2.906,0.903,15.076,0.223,"Global"
"1331","1860-11-01",5.027,0.555,11.012,1.971,-0.111,1.121,13.922,0.233,"Global"
"1332","1860-12-01",1.634,0.75,8.556,2.475,-2.525,1.188,12.828,0.277,"Global"
"1333","1861-01-01",0.404,0.846,7.743,2.125,-3.256,1.721,12.475,0.299,"Global"
"1334","1861-02-01",2.137,0.755,8.601,1.862,-3.055,1.479,12.917,0.28,"Global"
"1335","1861-03-01",4.489,0.759,9.786,2.204,-2.007,1.402,13.824,0.3,"Global"
"1336","1861-04-01",7.487,0.699,12.772,1.435,1.372,0.999,15.018,0.291,"Global"
"1337","1861-05-01",10.516,0.538,15.401,2.279,3.858,0.887,15.489,0.277,"Global"
"1338","1861-06-01",13.017,0.798,19.299,1.078,7.391,1.322,16.358,0.319,"Global"
"1339","1861-07-01",13.967,0.477,19.37,1.53,7.803,1.286,16.547,0.261,"Global"
"1340","1861-08-01",13.656,0.576,18.907,1.014,7.563,0.867,16.716,0.264,"Global"
"1341","1861-09-01",11.409,0.501,17.769,1.736,5.988,0.936,15.927,0.243,"Global"
"1342","1861-10-01",8.475,0.494,15.644,1.99,3.277,0.849,14.905,0.244,"Global"
"1343","1861-11-01",5.707,0.482,12.044,2.353,0.41,0.995,14.095,0.24,"Global"
"1344","1861-12-01",2.894,0.916,8.945,1.29,-2.191,1.221,13.337,0.324,"Global"
"1345","1862-01-01",0.685,1.105,7.361,2.394,-4.11,1.745,12.658,0.378,"Global"
"1346","1862-02-01",1.769,0.712,7.407,2.796,-4.346,2.057,13.192,0.295,"Global"
"1347","1862-03-01",4.485,0.661,11.112,2,-1.314,1.149,14.044,0.284,"Global"
"1348","1862-04-01",7.323,0.827,13.955,2.977,1.932,1.11,14.825,0.316,"Global"
"1349","1862-05-01",10.739,0.58,17.854,1.311,5.675,1.496,15.708,0.26,"Global"
"1350","1862-06-01",12.86,0.535,18.539,1.843,6.795,1.187,16.349,0.244,"Global"
"1351","1862-07-01",13.928,0.445,20.663,1.998,9.21,1.862,16.593,0.232,"Global"
"1352","1862-08-01",13.188,0.504,19.605,1.258,8.086,1.333,16.306,0.247,"Global"
"1353","1862-09-01",11.028,0.519,18.042,0.961,6.123,1.189,15.788,0.245,"Global"
"1354","1862-10-01",8.283,0.618,15.138,1.961,3.245,1.049,14.902,0.269,"Global"
"1355","1862-11-01",4.792,0.751,11.889,2.008,0.244,1.583,13.784,0.31,"Global"
"1356","1862-12-01",1.623,1.01,9.402,2.597,-1.747,1.572,12.732,0.372,"Global"
"1357","1863-01-01",3.034,1.228,8.462,3.188,-1.766,2.51,13.296,0.417,"Global"
"1358","1863-02-01",3.253,1.099,8.909,1.653,-2.11,1.393,13.634,0.389,"Global"
"1359","1863-03-01",4.682,0.783,10.352,1.234,-0.853,1.362,14.006,0.312,"Global"
"1360","1863-04-01",7.931,0.792,14.257,2.117,1.642,1.231,15.01,0.319,"Global"
"1361","1863-05-01",11.081,0.687,16.999,2.396,5.917,1.777,15.823,0.281,"Global"
"1362","1863-06-01",12.794,0.542,18.202,2.013,7.925,1.462,16.224,0.266,"Global"
"1363","1863-07-01",13.765,0.642,18.095,1.943,8.307,0.89,16.575,0.301,"Global"
"1364","1863-08-01",13.294,0.523,18.408,1.931,7.833,0.927,16.437,0.276,"Global"
"1365","1863-09-01",11.23,0.556,15.91,1.161,5.439,1.391,15.898,0.283,"Global"
"1366","1863-10-01",8.235,0.521,13.944,1.375,3.282,0.791,14.978,0.278,"Global"
"1367","1863-11-01",5.392,0.515,11.351,1.255,0.175,1.319,13.992,0.287,"Global"
"1368","1863-12-01",2.651,1.088,8.55,1.828,-2.586,1.09,13.356,0.387,"Global"
"1369","1864-01-01",1.551,0.876,7.071,1.503,-3.848,1.789,12.879,0.332,"Global"
"1370","1864-02-01",2.506,1.05,8.542,1.51,-2.856,1.565,13.275,0.372,"Global"
"1371","1864-03-01",4.651,0.767,11.747,1.833,-0.725,1.688,13.99,0.307,"Global"
"1372","1864-04-01",7.515,0.622,13.395,1.09,1.665,1.374,14.83,0.291,"Global"
"1373","1864-05-01",10.956,0.531,16.908,0.935,4.849,0.839,15.851,0.282,"Global"
"1374","1864-06-01",13.365,0.73,18.457,1.541,7.909,0.761,16.49,0.285,"Global"
"1375","1864-07-01",14.162,0.57,18.831,1.333,7.413,0.846,16.715,0.256,"Global"
"1376","1864-08-01",13.434,0.566,18.909,0.874,7.546,0.798,16.494,0.25,"Global"
"1377","1864-09-01",11.37,0.546,17.063,1.188,5.721,0.939,15.85,0.271,"Global"
"1378","1864-10-01",8.795,0.484,15.047,1.651,3.246,1.606,14.972,0.251,"Global"
"1379","1864-11-01",5.232,0.699,12.502,1.611,0.665,2.153,14.141,0.281,"Global"
"1380","1864-12-01",2.266,0.676,8.555,1.04,-2.663,1.547,13.271,0.276,"Global"
"1381","1865-01-01",2.975,0.956,8.841,1.331,-3.212,1.962,13.503,0.348,"Global"
"1382","1865-02-01",2.152,0.832,8.911,1.17,-3.117,1.606,13.506,0.329,"Global"
"1383","1865-03-01",4.039,0.768,11.582,2.153,-0.592,1.918,13.914,0.323,"Global"
"1384","1865-04-01",7.314,0.643,14.276,1.359,1.793,1.22,14.861,0.3,"Global"
"1385","1865-05-01",10.917,0.488,16.968,1.314,4.874,0.81,15.756,0.27,"Global"
"1386","1865-06-01",13.214,0.586,19.022,1.301,7.509,0.612,16.414,0.277,"Global"
"1387","1865-07-01",14.22,0.542,19.108,1.134,8.163,0.983,16.749,0.292,"Global"
"1388","1865-08-01",13.58,0.535,19.111,1.74,7.595,0.698,16.657,0.287,"Global"
"1389","1865-09-01",11.797,0.554,17.841,1.039,5.789,1.303,16.082,0.29,"Global"
"1390","1865-10-01",9.136,0.444,15.281,1.936,3.345,0.908,15.157,0.286,"Global"
"1391","1865-11-01",6.144,0.71,12.418,1.112,0.992,1.384,14.101,0.316,"Global"
"1392","1865-12-01",2.646,0.888,8.218,1.703,-2.517,1.255,13.26,0.333,"Global"
"1393","1866-01-01",2.932,0.861,8.188,1.395,-2.923,1.517,13.467,0.325,"Global"
"1394","1866-02-01",2.274,0.854,9.636,1.18,-2.053,1.262,13.586,0.328,"Global"
"1395","1866-03-01",4.421,0.711,10.824,1.328,-0.881,1.148,13.95,0.309,"Global"
"1396","1866-04-01",7.914,0.531,14.889,1.224,2.084,1.248,14.713,0.267,"Global"
"1397","1866-05-01",10.898,0.566,16.817,0.845,4.582,0.823,15.63,0.279,"Global"
"1398","1866-06-01",12.853,0.432,18.753,1.174,7.077,1.008,16.596,0.258,"Global"
"1399","1866-07-01",14.602,0.44,20.369,0.715,8.183,0.721,17.06,0.259,"Global"
"1400","1866-08-01",13.532,0.629,18.947,1.031,7.088,0.886,16.695,0.288,"Global"
"1401","1866-09-01",11.527,0.496,17.508,1.401,5.807,0.916,15.918,0.272,"Global"
"1402","1866-10-01",8.506,0.512,14.624,0.848,2.994,0.91,15.062,0.28,"Global"
"1403","1866-11-01",5.895,0.526,10.76,1.183,0.182,1.503,14.275,0.269,"Global"
"1404","1866-12-01",4.152,0.714,8.676,1.026,-2.953,1.854,13.732,0.299,"Global"
"1405","1867-01-01",2.482,0.941,8.137,1.332,-3.308,1.385,13.371,0.364,"Global"
"1406","1867-02-01",2.664,0.936,9.183,1.437,-2.172,1.397,13.458,0.348,"Global"
"1407","1867-03-01",4.454,0.65,10.572,2.025,-1.195,2.083,14.073,0.267,"Global"
"1408","1867-04-01",8.258,0.611,13.852,0.829,2.307,1.029,15.1,0.277,"Global"
"1409","1867-05-01",10.495,0.414,16.21,1.162,4.665,0.782,15.56,0.241,"Global"
"1410","1867-06-01",13.303,0.482,19.753,0.825,8.032,0.722,16.366,0.252,"Global"
"1411","1867-07-01",14.223,0.401,20.032,1.031,8.387,0.832,16.672,0.244,"Global"
"1412","1867-08-01",13.506,0.417,19.626,1.069,7.706,0.775,16.454,0.256,"Global"
"1413","1867-09-01",11.763,0.458,17.566,0.92,5.911,0.76,16.147,0.254,"Global"
"1414","1867-10-01",9.212,0.479,15.374,1.052,3.705,0.995,15.318,0.251,"Global"
"1415","1867-11-01",6.939,0.784,11.143,1.102,-0.796,1.388,14.632,0.31,"Global"
"1416","1867-12-01",3.937,1.045,8.313,1.051,-3.678,1.274,13.553,0.365,"Global"
"1417","1868-01-01",1.834,0.795,7.611,1.592,-3.478,1.807,13.012,0.304,"Global"
"1418","1868-02-01",2.039,0.849,8.817,1.823,-3.455,1.603,13.295,0.323,"Global"
